"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"213","Regulation Of Dendritic Spine Maintenance (GO:1902950)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"FYN"
"214","Regulation Of Mitotic Sister Chromatid Segregation (GO:0033047)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"AURKB"
"215","Regulation Of Organ Growth (GO:0046620)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"WWC1"
"216","Regulation Of Sister Chromatid Cohesion (GO:0007063)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"RAD21"
"217","Cellular Response To Sterol Depletion (GO:0071501)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"INSIG1"
"218","Synapse Pruning (GO:0098883)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"C3"
"219","Positive Regulation Of Megakaryocyte Differentiation (GO:0045654)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"HMGB2"
"220","Positive Regulation Of Membrane Invagination (GO:1905155)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"C3"
"221","Positive Regulation Of Mitochondrial Calcium Ion Concentration (GO:0051561)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"TGM2"
"222","Unsaturated Fatty Acid Biosynthetic Process (GO:0006636)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"SCD"
"223","Vitamin K Metabolic Process (GO:0042373)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"NQO1"
"224","Hyaluronan Catabolic Process (GO:0030214)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"FGF2"
"225","Positive Regulation Of Ubiquitin Protein Ligase Activity (GO:1904668)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"UBE2C"
"226","Mesodermal Cell Differentiation (GO:0048333)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"HMGA2"
"227","ncRNA Export From Nucleus (GO:0097064)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"XPOT"
"228","Negative Regulation Of Chromosome Organization (GO:2001251)","1/8",0.0342804638132286,0.14831945162622,0,0,33.0664451827243,111.539060160258,"TOP2A"
"229","Regulation Of Neurogenesis (GO:0050767)","2/67",0.0344580544182128,0.14831945162622,0,0,7.1847963800905,24.1984840799685,"HMGB2;TGM2"
"230","Peptidyl-Tyrosine Phosphorylation (GO:0018108)","2/67",0.0344580544182128,0.14831945162622,0,0,7.1847963800905,24.1984840799685,"FYN;FGFR1"
"231","Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)","4/284",0.0354222837505734,0.151183263319252,0,0,3.37917383820998,11.2878401801774,"FYN;FGF2;SULF2;FGFR1"
"232","DNA-templated DNA Replication (GO:0006261)","2/69",0.0363595134167517,0.151183263319252,0,0,6.96962247585601,23.0994155351747,"HMGA1;MCM2"
"233","Regulation Of Heart Contraction (GO:0008016)","2/69",0.0363595134167517,0.151183263319252,0,0,6.96962247585601,23.0994155351747,"TPM1;CALM2"
"234","Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068)","2/69",0.0363595134167517,0.151183263319252,0,0,6.96962247585601,23.0994155351747,"FGF2;FGFR1"
"235","Positive Regulation Of Protein Transport (GO:0051222)","2/70",0.0373251730921346,0.151183263319252,0,0,6.86678200692042,22.5785786960241,"ACSL3;PPIA"
"236","Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)","2/71",0.0383006497342963,0.151183263319252,0,0,6.76692242114237,22.0756526440404,"FGF2;SULF2"
"237","Negative Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070862)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"INSIG1"
"238","Actin-Mediated Cell Contraction (GO:0070252)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"EPDR1"
"239","Apical Protein Localization (GO:0045176)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"MAL"
"240","Neuron Remodeling (GO:0016322)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"C3"
"241","Regulation Of Tau-Protein Kinase Activity (GO:1902947)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"HSP90AA1"
"242","Positive Regulation Of RNA Biosynthetic Process (GO:1902680)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"TOP2A"
"243","Chloride Ion Homeostasis (GO:0055064)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"SLC12A2"
"244","Dopamine Transport (GO:0015872)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"TGM2"
"245","Serine Family Amino Acid Catabolic Process (GO:0009071)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"GCSH"
"246","Positive Regulation Of Lipase Activity (GO:0060193)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"FGFR1"
"247","Positive Regulation Of Phagocytosis, Engulfment (GO:0060100)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"C3"
"248","Lipid Import Into Cell (GO:0140354)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"ACSL3"
"249","Long-Chain Fatty Acid Import Into Cell (GO:0044539)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"ACSL3"
"250","Quinone Metabolic Process (GO:1901661)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"NQO1"
"251","Monoatomic Anion Homeostasis (GO:0055081)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"SLC12A2"
"252","Negative Regulation Of Cell Adhesion Mediated By Integrin (GO:0033629)","1/9",0.0384830124812643,0.151183263319252,0,0,28.9316860465116,94.2460773854509,"CYP1B1"
"253","Phosphorylation (GO:0016310)","5/429",0.0392219672990471,0.151400745712677,0,0,2.80272089277497,9.0766628978599,"INCENP;CDCA8;FYN;AURKB;FGFR1"
"254","Regulation Of Cellular Localization (GO:0060341)","2/72",0.0392858418270282,0.151400745712677,0,0,6.66991596638655,21.5897915217586,"HSP90AA1;WWC1"
"255","DNA Replication (GO:0006260)","2/73",0.0402806485300875,0.151400745712677,0,0,6.57564208782104,21.1202003396083,"PTMS;MCM2"
"256","Positive Regulation Of Secretion By Cell (GO:1903532)","2/73",0.0402806485300875,0.151400745712677,0,0,6.57564208782104,21.1202003396083,"SLC12A2;PPIA"
"257","Positive Regulation Of Hydrolase Activity (GO:0051345)","3/176",0.0414940474750284,0.151400745712677,0,0,4.07514450867052,12.9679464389638,"HMGB2;CALM2;TGM2"
"258","Extracellular Matrix Organization (GO:0030198)","3/176",0.0414940474750284,0.151400745712677,0,0,4.07514450867052,12.9679464389638,"CCDC80;SERPINH1;CYP1B1"
"259","Nucleosome Organization (GO:0034728)","2/75",0.0422987058183434,0.151400745712677,0,0,6.39484286865431,20.2268802475379,"HMGB2;HMGA1"
"260","L-serine Metabolic Process (GO:0006563)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"PSAT1"
"261","T Cell Chemotaxis (GO:0010818)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"SLC12A2"
"262","Regulation Of Lamellipodium Morphogenesis (GO:2000392)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"CD44"
"263","Ammonium Transmembrane Transport (GO:0072488)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"SLC12A2"
"264","Angiogenesis Involved In Wound Healing (GO:0060055)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"MCAM"
"265","Regulation Of Opsonization (GO:1903027)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"C4BPB"
"266","Regulation Of Phagocytosis, Engulfment (GO:0060099)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"C3"
"267","Regulation Of Phospholipase Activity (GO:0010517)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"FGFR1"
"268","Omega-Hydroxylase P450 Pathway (GO:0097267)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"CYP1B1"
"269","Removal Of Superoxide Radicals (GO:0019430)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"NQO1"
"270","Response To Sterol (GO:0036314)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"INSIG1"
"271","Serine Family Amino Acid Biosynthetic Process (GO:0009070)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"PSAT1"
"272","Signal Release (GO:0023061)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"TGM2"
"273","Positive Regulation Of Lipid Localization (GO:1905954)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"C3"
"274","Positive Regulation Of Transforming Growth Factor Beta Production (GO:0071636)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"CD46"
"275","Meiotic Sister Chromatid Cohesion (GO:0051177)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"RAD21"
"276","Mitotic DNA Replication (GO:1902969)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"MCM2"
"277","Muscle Filament Sliding (GO:0030049)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"TPM1"
"278","Regulation Of Calcium Ion Import Across Plasma Membrane (GO:1905664)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"FYN"
"279","Negative Regulation Of Centrosome Duplication (GO:0010826)","1/10",0.0426674828826635,0.151400745712677,0,0,25.7157622739018,81.115696295005,"CCNF"
"280","Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667)","2/77",0.0443540283587273,0.155068937280698,0,0,6.2236862745098,19.3902166220774,"MAP1B;S100A6"
"281","Chloride Transport (GO:0006821)","2/77",0.0443540283587273,0.155068937280698,0,0,6.2236862745098,19.3902166220774,"SLC12A2;BEST1"
"282","Monoatomic Cation Homeostasis (GO:0055080)","2/77",0.0443540283587273,0.155068937280698,0,0,6.2236862745098,19.3902166220774,"SLC12A2;SLC39A10"
"283","Long-Chain Fatty Acid Metabolic Process (GO:0001676)","2/78",0.0453954191233003,0.155068937280698,0,0,6.14148606811145,18.9915880814018,"CYP1B1;ACSL3"
"284","Positive Regulation Of Catabolic Process (GO:0009896)","2/79",0.0464458335390937,0.155068937280698,0,0,6.06142093200917,18.6053407100214,"HSP90AA1;C4BPB"
"285","Negative Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903427)","1/11",0.0468339517645744,0.155068937280698,0,0,23.143023255814,70.8441932950482,"FYN"
"286","Negative Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051280)","1/11",0.0468339517645744,0.155068937280698,0,0,23.143023255814,70.8441932950482,"CALM2"
"287","Negative Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060315)","1/11",0.0468339517645744,0.155068937280698,0,0,23.143023255814,70.8441932950482,"CALM2"
"288","Regulation Of Muscle System Process (GO:0090257)","1/11",0.0468339517645744,0.155068937280698,0,0,23.143023255814,70.8441932950482,"TPM1"
"289","Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070861)","1/11",0.0468339517645744,0.155068937280698,0,0,23.143023255814,70.8441932950482,"INSIG1"
"290","Polyamine Metabolic Process (GO:0006595)","1/11",0.0468339517645744,0.155068937280698,0,0,23.143023255814,70.8441932950482,"SMS"
"291","Cellular Response To Superoxide (GO:0071451)","1/11",0.0468339517645744,0.155068937280698,0,0,23.143023255814,70.8441932950482,"NQO1"
"292","Central Nervous System Neuron Axonogenesis (GO:0021955)","1/11",0.0468339517645744,0.155068937280698,0,0,23.143023255814,70.8441932950482,"HSP90AA1"
"293","Double-Strand Break Repair Via Break-Induced Replication (GO:0000727)","1/11",0.0468339517645744,0.155068937280698,0,0,23.143023255814,70.8441932950482,"MCM2"
"294","Exit From Mitosis (GO:0010458)","1/11",0.0468339517645744,0.155068937280698,0,0,23.143023255814,70.8441932950482,"UBE2C"
"295","Positive Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902101)","1/11",0.0468339517645744,0.155068937280698,0,0,23.143023255814,70.8441932950482,"UBE2C"
"296","Positive Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045842)","1/11",0.0468339517645744,0.155068937280698,0,0,23.143023255814,70.8441932950482,"UBE2C"
"297","Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress (GO:0008631)","1/11",0.0468339517645744,0.155068937280698,0,0,23.143023255814,70.8441932950482,"CYP1B1"
"298","Maintenance Of Protein Localization In Endoplasmic Reticulum (GO:0035437)","1/11",0.0468339517645744,0.155068937280698,0,0,23.143023255814,70.8441932950482,"INSIG1"
"299","Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:1901844)","1/11",0.0468339517645744,0.155068937280698,0,0,23.143023255814,70.8441932950482,"CALM2"
"300","Regulation Of Cytokinesis (GO:0032465)","2/80",0.0475051754258776,0.155872510818077,0,0,5.98340874811463,18.2309475441801,"CALM2;AURKB"
"301","Wound Healing (GO:0042060)","2/80",0.0475051754258776,0.155872510818077,0,0,5.98340874811463,18.2309475441801,"TPM1;FGF2"
"302","Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)","3/186",0.0475489881485449,0.155872510818077,0,0,3.85050741608119,11.7286254510498,"SLC7A5;CD46;FGF2"
"303","Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)","7/763",0.0483664333724424,0.156262138129412,0,0,2.21724537037037,6.71592366001448,"CBX3;WWC1;CNBP;HMGB2;HMGA2;LRRFIP1;AURKB"
